1383857846428,-0.67764086,2.1218376,10.285112,null
1383857846431,-0.67764086,2.1218376,10.285112,263.5214,-13.147958,-3.8891673
1383857846433,-0.59950334,1.8959574,10.312954,263.5214,-13.147958,-3.8891673
1383857846435,-0.59950334,1.8959574,10.312954,263.5896,-10.427752,-3.8211532
1383857846437,-0.2799179,1.6211288,10.268946,263.5896,-10.427752,-3.8211532
1383857846439,-0.2799179,1.6211288,10.268946,263.36865,-11.00834,-2.3451412
1383857846440,0.28321105,0.9912387,9.81973,263.36865,-11.00834,-2.3451412
1383857846442,0.28321105,0.9912387,9.81973,262.99744,-6.6032596,0.94389105
1383857846443,0.21255799,1.3578264,9.349708,262.99744,-6.6032596,0.94389105
1383857846444,0.21255799,1.3578264,9.349708,262.85977,-5.959223,3.8977184
1383857846459,-0.5499564,1.8025516,9.558074,262.85977,-5.959223,3.8977184
1383857846460,-0.5499564,1.8025516,9.558074,263.9158,-9.245161,-2.6765425
1383857846461,-0.21734802,2.0811224,9.200019,263.9158,-9.245161,-2.6765425
1383857846461,-0.21734802,2.0811224,9.200019,263.55695,-11.933086,-2.4442773
1383857846462,-0.27078688,1.900448,9.196426,263.55695,-11.933086,-2.4442773
1383857846463,-0.27078688,1.900448,9.196426,263.47955,-12.119307,-0.67118233
1383857846467,-0.11855347,1.902843,9.118887,263.47955,-12.119307,-0.67118233
1383857846468,-0.11855347,1.902843,9.118887,263.9929,-11.714294,-1.7511796
1383857846477,-0.42541534,2.1695883,9.029223,263.9929,-11.714294,-1.7511796
1383857846478,-0.42541534,2.1695883,9.029223,264.23486,-11.8682375,-1.6881746
1383857846500,-0.33635056,2.3002665,9.248668,264.23486,-11.8682375,-1.6881746
1383857846501,-0.33635056,2.3002665,9.248668,264.2386,-12.017377,-1.6917113
1383857846501,-0.368833,2.503993,9.392069,264.2386,-12.017377,-1.6917113
1383857846502,-0.368833,2.503993,9.392069,264.2226,-12.134114,-1.7476931
1383857846511,-0.3595523,2.4059467,9.293275,264.2226,-12.134114,-1.7476931
1383857846512,-0.3595523,2.4059467,9.293275,264.3584,-12.225357,-1.8564911
1383857846517,-0.49666718,2.1282742,9.647887,264.3584,-12.225357,-1.8564911
1383857846517,-0.49666718,2.1282742,9.647887,264.46133,-12.2769375,-2.0030394
1383857846527,-0.44502458,2.0811224,9.576036,264.46133,-12.2769375,-2.0030394
1383857846527,-0.44502458,2.0811224,9.576036,264.55585,-12.295908,-2.1797564
1383857846541,-0.34593064,1.8875748,9.519005,264.55585,-12.295908,-2.1797564
1383857846541,-0.34593064,1.8875748,9.519005,264.45062,-12.285588,-2.3584642
1383857846547,-0.30476624,1.8916163,9.643247,264.45062,-12.285588,-2.3584642
1383857846547,-0.30476624,1.8916163,9.643247,264.37305,-12.257411,-2.5117638
1383857846558,-0.513582,2.003434,9.623188,264.37305,-12.257411,-2.5117638
1383857846558,-0.513582,2.003434,9.623188,264.33044,-12.201749,-2.6171765
1383857846571,-1.0327024,2.0151095,9.590107,264.33044,-12.201749,-2.6171765
1383857846575,-1.0327024,2.0151095,9.590107,264.32736,-12.126741,-2.698525
1383857846579,-0.81161225,2.277963,9.648786,264.32736,-12.126741,-2.698525
1383857846580,-0.81161225,2.277963,9.648786,264.30905,-12.039048,-2.770261
1383857846588,-0.95187056,2.4019053,9.625584,264.30905,-12.039048,-2.770261
1383857846591,-0.95187056,2.4019053,9.625584,264.2724,-11.955131,-2.8212714
1383857846600,-0.7111711,2.4872277,9.658964,264.2724,-11.955131,-2.8212714
1383857846601,-0.7111711,2.4872277,9.658964,264.38437,-11.881285,-2.884137
1383857846608,-0.67195266,2.3578968,9.98304,264.38437,-11.881285,-2.884137
1383857846609,-0.67195266,2.3578968,9.98304,264.4744,-11.828859,-2.9756112
1383857846617,-0.775687,2.2917342,10.043065,264.4744,-11.828859,-2.9756112
1383857846618,-0.775687,2.2917342,10.043065,264.55853,-11.814239,-3.1495545
1383857846630,-0.8018825,2.2132974,9.912537,264.55853,-11.814239,-3.1495545
1383857846631,-0.8018825,2.2132974,9.912537,264.72894,-11.840682,-3.3730488
1383857846637,-0.94932586,2.0032842,9.912986,264.72894,-11.840682,-3.3730488
1383857846638,-0.94932586,2.0032842,9.912986,264.92303,-11.901055,-3.607213
1383857846647,-0.82268924,1.9205062,9.977502,264.92303,-11.901055,-3.607213
1383857846648,-0.82268924,1.9205062,9.977502,265.13083,-11.976737,-3.8180015
1383857846662,-0.80622345,1.9360739,9.952503,265.13083,-11.976737,-3.8180015
1383857846663,-0.80622345,1.9360739,9.952503,265.1571,-12.060907,-3.9872775
1383857846669,-1.024769,2.0830681,9.914932,265.1571,-12.060907,-3.9872775
1383857846670,-1.024769,2.0830681,9.914932,265.20032,-12.153248,-4.117577
1383857846684,-1.1015593,2.0833676,9.743238,265.20032,-12.153248,-4.117577
1383857846685,-1.1015593,2.0833676,9.743238,265.38208,-12.250563,-4.2136846
1383857846687,-1.0620415,2.100582,9.7481785,265.38208,-12.250563,-4.2136846
1383857846688,-1.0620415,2.100582,9.7481785,265.578,-12.346539,-4.2731156
1383857846697,-1.0494676,2.262545,9.393716,265.578,-12.346539,-4.2731156
1383857846698,-1.0494676,2.262545,9.393716,265.77228,-12.42792,-4.3043556
1383857846712,-1.3112732,2.3754103,9.241781,265.77228,-12.42792,-4.3043556
1383857846712,-1.3112732,2.3754103,9.241781,265.97778,-12.501252,-4.327877
1383857846717,-1.2243041,2.5956025,9.344468,265.97778,-12.501252,-4.327877
1383857846718,-1.2243041,2.5956025,9.344468,266.1605,-12.553891,-4.3609114
1383857846731,-1.3127701,2.7003846,9.360036,266.1605,-12.553891,-4.3609114
1383857846732,-1.3127701,2.7003846,9.360036,264.67905,-12.572976,-4.409376
1383857846737,-1.2696598,2.816992,9.336984,264.67905,-12.572976,-4.409376
1383857846738,-1.2696598,2.816992,9.336984,263.17743,-12.567356,-4.4567823
1383857846747,-1.1621833,2.7321186,9.228459,263.17743,-12.567356,-4.4567823
1383857846748,-1.1621833,2.7321186,9.228459,261.65195,-12.534426,-4.47948
1383857846764,-1.3078303,2.4873774,9.614806,261.65195,-12.534426,-4.47948
1383857846767,-1.3078303,2.4873774,9.614806,261.56052,-12.483344,-4.496715
